,strain,plasmid,backbone,iptg,rrpu
1282,KT2440,Phif_p2,pSeva231,200,9.141260288330518
1283,KT2440,Phif_p2,pSeva231,500,8.431653145877531
1284,KT2440,Phif_p2,pSeva231,1000,7.794767579626777
1285,KT2440,Phif_p2,pSeva231,2000,6.901873337728902
1286,KT2440,Phif_p3,pSeva231,1,0.014321510536798154
1287,KT2440,Phif_p3,pSeva231,5,0.012712473765905929
1288,KT2440,Phif_p3,pSeva231,10,0.011072921755202208
1289,KT2440,Phif_p3,pSeva231,20,0.011455329193563379
1290,KT2440,Phif_p3,pSeva231,30,0.011643976470302736
1291,KT2440,Phif_p3,pSeva231,40,0.012858150848429756
1292,KT2440,Phif_p3,pSeva231,70,0.011121047819102746
1293,KT2440,Phif_p3,pSeva231,100,0.013028535574443759
1294,KT2440,Phif_p3,pSeva231,200,0.011868936706386302
1295,KT2440,Phif_p3,pSeva231,500,0.012581614487805412
1296,KT2440,Phif_p3,pSeva231,1000,0.012331380845040742
1297,KT2440,Phif_p3,pSeva231,2000,0.016478914366925092
1298,KT2440,Psra_r1,pSeva231,1,5.219743587409409
1299,KT2440,Psra_r1,pSeva231,5,4.669644193826755
1300,KT2440,Psra_r1,pSeva231,10,5.883325905457448
1301,KT2440,Psra_r1,pSeva231,20,6.4825593131872505
1302,KT2440,Psra_r1,pSeva231,30,5.451953177213207
1303,KT2440,Psra_r1,pSeva231,40,5.398666129769052
1304,KT2440,Psra_r1,pSeva231,70,5.994561424198799
1305,KT2440,Psra_r1,pSeva231,100,5.638391326718026
1306,KT2440,Psra_r1,pSeva231,200,3.685074363713417
1307,KT2440,Psra_r1,pSeva231,500,3.794993863469845
1308,KT2440,Psra_r1,pSeva231,1000,3.3791908340038486
1309,KT2440,Psra_r1,pSeva231,2000,2.654497525415949
1310,KT2440,Qacr_q1,pSeva231,1,2.5638784930120373
1311,KT2440,Qacr_q1,pSeva231,5,2.6082799536729917
1312,KT2440,Qacr_q1,pSeva231,10,2.428276976373039
1313,KT2440,Qacr_q1,pSeva231,20,2.44105955377296
1314,KT2440,Qacr_q1,pSeva231,30,2.4080478502335745
1315,KT2440,Qacr_q1,pSeva231,40,2.3614258446822807
1316,KT2440,Qacr_q1,pSeva231,70,2.2335656929338663
1317,KT2440,Qacr_q1,pSeva231,100,2.2324632637361357
1318,KT2440,Qacr_q1,pSeva231,200,2.0248628686308034
1319,KT2440,Qacr_q1,pSeva231,500,1.6602052366050162
1320,KT2440,Qacr_q1,pSeva231,1000,1.406477663148196
1321,KT2440,Qacr_q1,pSeva231,2000,0.8677614343047848
1322,KT2440,Qacr_q2,pSeva231,1,3.5035961711740686
1323,KT2440,Qacr_q2,pSeva231,5,3.3573747728500454
1324,KT2440,Qacr_q2,pSeva231,10,3.2352485411831893
1325,KT2440,Qacr_q2,pSeva231,20,3.1883941168925323
1326,KT2440,Qacr_q2,pSeva231,30,3.126074285137167
1327,KT2440,Qacr_q2,pSeva231,40,3.0460434104172838
1328,KT2440,Qacr_q2,pSeva231,70,2.92687974476399
1329,KT2440,Qacr_q2,pSeva231,100,2.857823847297875
1330,KT2440,Qacr_q2,pSeva231,200,2.625217991387265
1331,KT2440,Qacr_q2,pSeva231,500,2.272024948515652
1332,KT2440,Qacr_q2,pSeva231,1000,2.0780941792132017
1333,KT2440,Qacr_q2,pSeva231,2000,1.6695458681903568
1334,KT2440,Srpr_s1,pSeva231,1,0.3189575735471362
1335,KT2440,Srpr_s1,pSeva231,5,0.3556386757898334
1336,KT2440,Srpr_s1,pSeva231,10,0.34015480050021984
1337,KT2440,Srpr_s1,pSeva231,20,0.33590369828564226
1338,KT2440,Srpr_s1,pSeva231,30,0.35223659597064755
1339,KT2440,Srpr_s1,pSeva231,40,0.2927515352307517
1340,KT2440,Srpr_s1,pSeva231,70,0.3215251776778618
1341,KT2440,Srpr_s1,pSeva231,100,0.29603471981351703
1342,KT2440,Srpr_s1,pSeva231,200,0.2580919639791337
1343,KT2440,Srpr_s1,pSeva231,500,0.1706208481619075
1344,KT2440,Srpr_s1,pSeva231,1000,0.10924163090264212
1345,KT2440,Srpr_s1,pSeva231,2000,0.04634837020978158
1346,KT2440,Srpr_s2,pSeva231,1,1.1211771344054626
1347,KT2440,Srpr_s2,pSeva231,5,1.0630543000135206
1348,KT2440,Srpr_s2,pSeva231,10,1.0088629048441258
1349,KT2440,Srpr_s2,pSeva231,20,0.9134713761544117
1350,KT2440,Srpr_s2,pSeva231,30,0.8664339364579426
1351,KT2440,Srpr_s2,pSeva231,40,0.8435010450575867
1352,KT2440,Srpr_s2,pSeva231,70,0.79766801952042
1353,KT2440,Srpr_s2,pSeva231,100,0.7007546359168034
1354,KT2440,Srpr_s2,pSeva231,200,0.614903962175192
1355,KT2440,Srpr_s2,pSeva231,500,0.3522230683007663
1356,KT2440,Srpr_s2,pSeva231,1000,0.23665805244583746
1357,KT2440,Srpr_s2,pSeva231,2000,0.1289856499583334
1358,KT2440,Srpr_s3,pSeva231,1,0.55207841241438
1359,KT2440,Srpr_s3,pSeva231,5,0.5288135571502495
1360,KT2440,Srpr_s3,pSeva231,10,0.4867109779358694
1361,KT2440,Srpr_s3,pSeva231,20,0.4502624212848012
1362,KT2440,Srpr_s3,pSeva231,30,0.4479281024124466
1363,KT2440,Srpr_s3,pSeva231,40,0.4018163996969557
1364,KT2440,Srpr_s3,pSeva231,70,0.3667799486344618
1365,KT2440,Srpr_s3,pSeva231,100,0.33275764117331585
1366,KT2440,Srpr_s3,pSeva231,200,0.2782032735550716
1367,KT2440,Srpr_s3,pSeva231,500,0.18199324439876488
1368,KT2440,Srpr_s3,pSeva231,1000,0.11308705181250465
1369,KT2440,Srpr_s3,pSeva231,2000,0.0474615608976597
1370,KT2440,Srpr_s4,pSeva231,1,0.6156825588666571
1371,KT2440,Srpr_s4,pSeva231,5,0.5851085349617111
1372,KT2440,Srpr_s4,pSeva231,10,0.5645424449054718
1373,KT2440,Srpr_s4,pSeva231,20,0.5411378707633596
1374,KT2440,Srpr_s4,pSeva231,30,0.5117295060939573
1375,KT2440,Srpr_s4,pSeva231,40,0.4868301652615724
1376,KT2440,Srpr_s4,pSeva231,70,0.4759712222174793
1377,KT2440,Srpr_s4,pSeva231,100,0.4340430575252556
1378,KT2440,Srpr_s4,pSeva231,200,0.3657933941242119
1379,KT2440,Srpr_s4,pSeva231,500,0.261608265938641
1380,KT2440,Srpr_s4,pSeva231,1000,0.20978582389992728
1381,KT2440,Srpr_s4,pSeva231,2000,0.11596849416831205
1382,KT2440,Emptyrow,EmptyRow,1,
1383,KT2440,Emptyrow,EmptyRow,5,
1384,KT2440,Emptyrow,EmptyRow,10,
1385,KT2440,Emptyrow,EmptyRow,20,
1386,KT2440,Emptyrow,EmptyRow,30,
1387,KT2440,Emptyrow,EmptyRow,40,
1388,KT2440,Emptyrow,EmptyRow,70,
1389,KT2440,Emptyrow,EmptyRow,100,
1390,KT2440,Emptyrow,EmptyRow,200,
1391,KT2440,Emptyrow,EmptyRow,500,
1392,KT2440,Emptyrow,EmptyRow,1000,
1393,KT2440,Emptyrow,EmptyRow,2000,
1394,CC118Lpir,1201,pSeva231,1,0.4197640590372539
1395,CC118Lpir,1201,pSeva231,5,0.4643330948194069
1396,CC118Lpir,1201,pSeva231,10,0.4328258097004289
1397,CC118Lpir,1201,pSeva231,20,0.33726570429349445
1398,CC118Lpir,1201,pSeva231,30,0.35999204472066626
1399,CC118Lpir,1201,pSeva231,40,0.32344411423778635
1400,CC118Lpir,1201,pSeva231,70,0.33962801516729163
1401,CC118Lpir,1201,pSeva231,100,0.330373837000491
1402,CC118Lpir,1201,pSeva231,200,0.3108212201372767
1403,CC118Lpir,1201,pSeva231,500,0.3220399299818041
1404,CC118Lpir,1201,pSeva231,1000,0.30469249558347183
1405,CC118Lpir,1201,pSeva231,2000,0.32215982099265883
1406,CC118Lpir,1717,pSeva231,1,1.584417706185962
1407,CC118Lpir,1717,pSeva231,5,1.1038116280336332
1408,CC118Lpir,1717,pSeva231,10,0.9080183294972116
1409,CC118Lpir,1717,pSeva231,20,0.8026811933331064
1410,CC118Lpir,1717,pSeva231,30,0.923640790542875
1411,CC118Lpir,1717,pSeva231,40,1.230143614735079
1412,CC118Lpir,1717,pSeva231,70,0.7386725806031127
1413,CC118Lpir,1717,pSeva231,100,0.6900183888454333
1414,CC118Lpir,1717,pSeva231,200,1.1398954386905698
1415,CC118Lpir,1717,pSeva231,500,1.00334622782466
1416,CC118Lpir,1717,pSeva231,1000,0.7302916862944179
1417,CC118Lpir,1717,pSeva231,2000,1.31025070802413
1418,CC118Lpir,1818,pSeva231,1,0.41940417016072
1419,CC118Lpir,1818,pSeva231,5,0.3380460751473809
1420,CC118Lpir,1818,pSeva231,10,0.3767179734023388
1421,CC118Lpir,1818,pSeva231,20,0.39266143149212784
1422,CC118Lpir,1818,pSeva231,30,0.6995335304894508
1423,CC118Lpir,1818,pSeva231,40,0.9102551941977076
1424,CC118Lpir,1818,pSeva231,70,1.1211453939430862
1425,CC118Lpir,1818,pSeva231,100,1.7519606082059451
1426,CC118Lpir,1818,pSeva231,200,2.1014570737468907
1427,CC118Lpir,1818,pSeva231,500,2.505820708349053
1428,CC118Lpir,1818,pSeva231,1000,2.9548294959278474
1429,CC118Lpir,1818,pSeva231,2000,4.034993622584061
1430,CC118Lpir,Amer_f1,pSeva231,1,10.83459912445062
1431,CC118Lpir,Amer_f1,pSeva231,5,8.915107542711
1432,CC118Lpir,Amer_f1,pSeva231,10,5.654085203377929
1433,CC118Lpir,Amer_f1,pSeva231,20,3.2815949478400253
1434,CC118Lpir,Amer_f1,pSeva231,30,2.554016343657884
1435,CC118Lpir,Amer_f1,pSeva231,40,1.4567472614366297
1436,CC118Lpir,Amer_f1,pSeva231,70,1.2036362669009097
1437,CC118Lpir,Amer_f1,pSeva231,100,1.12383876351069
1438,CC118Lpir,Amer_f1,pSeva231,200,0.7903033243016461
1439,CC118Lpir,Amer_f1,pSeva231,500,0.7622488089754939
1440,CC118Lpir,Amer_f1,pSeva231,1000,0.9716536499518224
1441,CC118Lpir,Amer_f1,pSeva231,2000,0.9139455747306756
1442,CC118Lpir,Amtr_a1,pSeva231,1,5.951649751155398
1443,CC118Lpir,Amtr_a1,pSeva231,5,1.1278208998613697
1444,CC118Lpir,Amtr_a1,pSeva231,10,0.7533451310411543
1445,CC118Lpir,Amtr_a1,pSeva231,20,0.3512072407960793
1446,CC118Lpir,Amtr_a1,pSeva231,30,0.3431179421730174
1447,CC118Lpir,Amtr_a1,pSeva231,40,0.3479464889292794
1448,CC118Lpir,Amtr_a1,pSeva231,70,0.29749487794474816
1449,CC118Lpir,Amtr_a1,pSeva231,100,0.2830039665820643
1450,CC118Lpir,Amtr_a1,pSeva231,200,0.3441664154539327
1451,CC118Lpir,Amtr_a1,pSeva231,500,0.28140883257336746
1452,CC118Lpir,Amtr_a1,pSeva231,1000,0.2879089734219891
1453,CC118Lpir,Amtr_a1,pSeva231,2000,0.3682895926031615
1454,CC118Lpir,Beti_e1,pSeva231,1,7.219403497086272
1455,CC118Lpir,Beti_e1,pSeva231,5,4.778307784586117
1456,CC118Lpir,Beti_e1,pSeva231,10,2.3404395624671936
1457,CC118Lpir,Beti_e1,pSeva231,20,1.0411847030148584
1458,CC118Lpir,Beti_e1,pSeva231,30,1.578346198079824
1459,CC118Lpir,Beti_e1,pSeva231,40,0.9607066542850706
1460,CC118Lpir,Beti_e1,pSeva231,70,0.4046253486696374
1461,CC118Lpir,Beti_e1,pSeva231,100,0.32639647963757584
1462,CC118Lpir,Beti_e1,pSeva231,200,0.2795530361312832
1463,CC118Lpir,Beti_e1,pSeva231,500,0.3797579559146553
1464,CC118Lpir,Beti_e1,pSeva231,1000,0.278433394058085
1465,CC118Lpir,Beti_e1,pSeva231,2000,0.3613685779272521
1466,CC118Lpir,Bm3r1_b1,pSeva231,1,0.9077915431620868
1467,CC118Lpir,Bm3r1_b1,pSeva231,5,0.4650775957795487
1468,CC118Lpir,Bm3r1_b1,pSeva231,10,0.4832208223417214
1469,CC118Lpir,Bm3r1_b1,pSeva231,20,0.3343215902663069
1470,CC118Lpir,Bm3r1_b1,pSeva231,30,0.32189871188046115
1471,CC118Lpir,Bm3r1_b1,pSeva231,40,0.3253920101009781
1472,CC118Lpir,Bm3r1_b1,pSeva231,70,0.2981088048062224
1473,CC118Lpir,Bm3r1_b1,pSeva231,100,0.3114865418381256
1474,CC118Lpir,Bm3r1_b1,pSeva231,200,0.3256360198362696
1475,CC118Lpir,Bm3r1_b1,pSeva231,500,0.3304417098152644
1476,CC118Lpir,Bm3r1_b1,pSeva231,1000,0.27662473344057353
1477,CC118Lpir,Bm3r1_b1,pSeva231,2000,0.32303485703527995
1478,CC118Lpir,Bm3r1_b2,pSeva231,1,1.0466461079378948
1479,CC118Lpir,Bm3r1_b2,pSeva231,5,0.7119739938471514
1480,CC118Lpir,Bm3r1_b2,pSeva231,10,0.7158281380907054
1481,CC118Lpir,Bm3r1_b2,pSeva231,20,0.4425604195918958
1482,CC118Lpir,Bm3r1_b2,pSeva231,30,0.3637965396880349
1483,CC118Lpir,Bm3r1_b2,pSeva231,40,0.3810525070346431
1484,CC118Lpir,Bm3r1_b2,pSeva231,70,0.3025286767614334
1485,CC118Lpir,Bm3r1_b2,pSeva231,100,0.3444628368332959
1486,CC118Lpir,Bm3r1_b2,pSeva231,200,0.3326346033388777
1487,CC118Lpir,Bm3r1_b2,pSeva231,500,0.29320488849275994
1488,CC118Lpir,Bm3r1_b2,pSeva231,1000,0.2943517056103423
1489,CC118Lpir,Bm3r1_b2,pSeva231,2000,0.31841420637731066
1490,CC118Lpir,Bm3r1_b3,pSeva231,1,1.0220948929765858
1491,CC118Lpir,Bm3r1_b3,pSeva231,5,0.8321358728932445
1492,CC118Lpir,Bm3r1_b3,pSeva231,10,0.7681724322078126
1493,CC118Lpir,Bm3r1_b3,pSeva231,20,0.6095102481461123
1494,CC118Lpir,Bm3r1_b3,pSeva231,30,0.4848041258814906
1495,CC118Lpir,Bm3r1_b3,pSeva231,40,0.3810339337572888
1496,CC118Lpir,Bm3r1_b3,pSeva231,70,0.3201756340179955
1497,CC118Lpir,Bm3r1_b3,pSeva231,100,0.32751782556848297
1498,CC118Lpir,Bm3r1_b3,pSeva231,200,0.3800907674685069
1499,CC118Lpir,Bm3r1_b3,pSeva231,500,0.35006490319476274
1500,CC118Lpir,Bm3r1_b3,pSeva231,1000,0.3262811280846528
1501,CC118Lpir,Bm3r1_b3,pSeva231,2000,0.37058163377878905
1502,CC118Lpir,Hiyiir_h1,pSeva231,1,0.4173374380586047
1503,CC118Lpir,Hiyiir_h1,pSeva231,5,0.3978199660032053
1504,CC118Lpir,Hiyiir_h1,pSeva231,10,0.3621077206704692
1505,CC118Lpir,Hiyiir_h1,pSeva231,20,0.383198291425173
1506,CC118Lpir,Hiyiir_h1,pSeva231,30,0.3592236819340973
1507,CC118Lpir,Hiyiir_h1,pSeva231,40,0.3632366168351615
1508,CC118Lpir,Hiyiir_h1,pSeva231,70,0.33731049366792804
1509,CC118Lpir,Hiyiir_h1,pSeva231,100,0.3150312670556276
1510,CC118Lpir,Hiyiir_h1,pSeva231,200,0.3737396978987896
1511,CC118Lpir,Hiyiir_h1,pSeva231,500,0.3543474190164513
1512,CC118Lpir,Hiyiir_h1,pSeva231,1000,0.3228151165910857
1513,CC118Lpir,Hiyiir_h1,pSeva231,2000,0.4094171408581675
1514,CC118Lpir,Lcara_i1,pSeva231,1,5.9314581386734115
1515,CC118Lpir,Lcara_i1,pSeva231,5,3.0273219770137763
1516,CC118Lpir,Lcara_i1,pSeva231,10,1.832033288694508
1517,CC118Lpir,Lcara_i1,pSeva231,20,0.8074349064515141
1518,CC118Lpir,Lcara_i1,pSeva231,30,0.7107611180628184
1519,CC118Lpir,Lcara_i1,pSeva231,40,0.4393419085203512
1520,CC118Lpir,Lcara_i1,pSeva231,70,0.3735009746130115
1521,CC118Lpir,Lcara_i1,pSeva231,100,0.3837298155612473
1522,CC118Lpir,Lcara_i1,pSeva231,200,0.34054854517189004
1523,CC118Lpir,Lcara_i1,pSeva231,500,0.3973893446062509
1524,CC118Lpir,Lcara_i1,pSeva231,1000,0.3556805066932346
1525,CC118Lpir,Lcara_i1,pSeva231,2000,0.4205625601124025
1526,CC118Lpir,Litr_l1,pSeva231,1,6.045519052603736
1527,CC118Lpir,Litr_l1,pSeva231,5,0.8553260778338158
1528,CC118Lpir,Litr_l1,pSeva231,10,0.6503992067361072
1529,CC118Lpir,Litr_l1,pSeva231,20,0.5200296931851589
1530,CC118Lpir,Litr_l1,pSeva231,30,0.6268403245362582
1531,CC118Lpir,Litr_l1,pSeva231,40,0.4422165602897624
1532,CC118Lpir,Litr_l1,pSeva231,70,0.5126283217046129
1533,CC118Lpir,Litr_l1,pSeva231,100,0.4769240268310377
1534,CC118Lpir,Litr_l1,pSeva231,200,0.3871890271526757
1535,CC118Lpir,Litr_l1,pSeva231,500,0.3505647324583239
1536,CC118Lpir,Litr_l1,pSeva231,1000,0.3790894956144478
1537,CC118Lpir,Litr_l1,pSeva231,2000,0.4059708168902897
1538,CC118Lpir,Lmra_n1,pSeva231,1,3.3310798264109303
1539,CC118Lpir,Lmra_n1,pSeva231,5,1.3492381132334117
1540,CC118Lpir,Lmra_n1,pSeva231,10,1.099397123333576
1541,CC118Lpir,Lmra_n1,pSeva231,20,0.4965077330561292
1542,CC118Lpir,Lmra_n1,pSeva231,30,0.39751248519343657
1543,CC118Lpir,Lmra_n1,pSeva231,40,0.3763860538064973
1544,CC118Lpir,Lmra_n1,pSeva231,70,0.2996983018519064
1545,CC118Lpir,Lmra_n1,pSeva231,100,0.3129143526177503
1546,CC118Lpir,Lmra_n1,pSeva231,200,0.3361326898672669
1547,CC118Lpir,Lmra_n1,pSeva231,500,0.2972531520180041
1548,CC118Lpir,Lmra_n1,pSeva231,1000,0.3285271444792183
1549,CC118Lpir,Lmra_n1,pSeva231,2000,0.3718981817868315
1550,CC118Lpir,Phif_p1,pSeva231,1,1.2747941478171725
1551,CC118Lpir,Phif_p1,pSeva231,5,0.40263915776125975
1552,CC118Lpir,Phif_p1,pSeva231,10,0.4043144159235505
1553,CC118Lpir,Phif_p1,pSeva231,20,0.2841008204913544
1554,CC118Lpir,Phif_p1,pSeva231,30,0.369192544808628
1555,CC118Lpir,Phif_p1,pSeva231,40,0.30951399585355144
1556,CC118Lpir,Phif_p1,pSeva231,70,0.35860723934306343
1557,CC118Lpir,Phif_p1,pSeva231,100,0.32069388608024463
1558,CC118Lpir,Phif_p1,pSeva231,200,0.289624928833962
1559,CC118Lpir,Phif_p1,pSeva231,500,0.2679723007918198
1560,CC118Lpir,Phif_p1,pSeva231,1000,0.2723624825086364
1561,CC118Lpir,Phif_p1,pSeva231,2000,0.2867853768669928
1562,CC118Lpir,Phif_p2,pSeva231,1,18.18193766576612
1563,CC118Lpir,Phif_p2,pSeva231,5,9.170211206747512
1564,CC118Lpir,Phif_p2,pSeva231,10,7.519844881316423
1565,CC118Lpir,Phif_p2,pSeva231,20,1.7565078390430997
1566,CC118Lpir,Phif_p2,pSeva231,30,1.1510130836524868
1567,CC118Lpir,Phif_p2,pSeva231,40,0.43031827423561103
1568,CC118Lpir,Phif_p2,pSeva231,70,0.32456071939744474
1569,CC118Lpir,Phif_p2,pSeva231,100,0.276903780751492
1570,CC118Lpir,Phif_p2,pSeva231,200,0.2686544145937436
1571,CC118Lpir,Phif_p2,pSeva231,500,0.2906394599359856
1572,CC118Lpir,Phif_p2,pSeva231,1000,0.3013549077256575
1573,CC118Lpir,Phif_p2,pSeva231,2000,0.3051385815216444
1574,CC118Lpir,Phif_p3,pSeva231,1,15.761525499324105
1575,CC118Lpir,Phif_p3,pSeva231,5,8.197611612301104
1576,CC118Lpir,Phif_p3,pSeva231,10,6.354957700525419
1577,CC118Lpir,Phif_p3,pSeva231,20,2.900376636540653
1578,CC118Lpir,Phif_p3,pSeva231,30,1.505510122763866
1579,CC118Lpir,Phif_p3,pSeva231,40,0.6098971417462316
1580,CC118Lpir,Phif_p3,pSeva231,70,0.3874884800839776
1581,CC118Lpir,Phif_p3,pSeva231,100,0.3490562095249331
1582,CC118Lpir,Phif_p3,pSeva231,200,0.3217769702994304
1583,CC118Lpir,Phif_p3,pSeva231,500,0.33834560701909194
1584,CC118Lpir,Phif_p3,pSeva231,1000,0.3184998914221389
1585,CC118Lpir,Phif_p3,pSeva231,2000,0.3138910420519569
1586,CC118Lpir,Psra_r1,pSeva231,1,13.15545075704222
1587,CC118Lpir,Psra_r1,pSeva231,5,8.260116755833462
1588,CC118Lpir,Psra_r1,pSeva231,10,4.869522317180816
1589,CC118Lpir,Psra_r1,pSeva231,20,1.885734949110886
1590,CC118Lpir,Psra_r1,pSeva231,30,0.8833644129516208
1591,CC118Lpir,Psra_r1,pSeva231,40,0.7829115648748501
1592,CC118Lpir,Psra_r1,pSeva231,70,0.5934462726129467
1593,CC118Lpir,Psra_r1,pSeva231,100,0.36712616863127545
1594,CC118Lpir,Psra_r1,pSeva231,200,0.3393356185674317
1595,CC118Lpir,Psra_r1,pSeva231,500,0.25521978294870845
1596,CC118Lpir,Psra_r1,pSeva231,1000,0.21557590402342375
1597,CC118Lpir,Psra_r1,pSeva231,2000,0.2714559016253949
1598,CC118Lpir,Qacr_q1,pSeva231,1,0.7767283832378492
1599,CC118Lpir,Qacr_q1,pSeva231,5,0.7604394896471701
1600,CC118Lpir,Qacr_q1,pSeva231,10,0.7819543609950034
1601,CC118Lpir,Qacr_q1,pSeva231,20,0.8053074244445766
1602,CC118Lpir,Qacr_q1,pSeva231,30,0.7208211258198144
1603,CC118Lpir,Qacr_q1,pSeva231,40,0.7907033535269234
1604,CC118Lpir,Qacr_q1,pSeva231,70,0.8647593982458679
1605,CC118Lpir,Qacr_q1,pSeva231,100,0.23647949610205746
1606,CC118Lpir,Qacr_q1,pSeva231,200,0.11295964024774895
1607,CC118Lpir,Qacr_q1,pSeva231,500,0.08269483962233798
1608,CC118Lpir,Qacr_q1,pSeva231,1000,0.06526344367108322
1609,CC118Lpir,Qacr_q1,pSeva231,2000,0.0
1610,CC118Lpir,Qacr_q2,pSeva231,1,8.441392923392929
1611,CC118Lpir,Qacr_q2,pSeva231,5,6.273808080585601
1612,CC118Lpir,Qacr_q2,pSeva231,10,5.065622072877988
1613,CC118Lpir,Qacr_q2,pSeva231,20,1.6946166053454117
1614,CC118Lpir,Qacr_q2,pSeva231,30,0.6345393550748186
1615,CC118Lpir,Qacr_q2,pSeva231,40,0.4804463332078242
1616,CC118Lpir,Qacr_q2,pSeva231,70,0.32152323221834617
1617,CC118Lpir,Qacr_q2,pSeva231,100,0.3197252366056961
1618,CC118Lpir,Qacr_q2,pSeva231,200,0.35152047085202104
1619,CC118Lpir,Qacr_q2,pSeva231,500,0.36864191940837016
1620,CC118Lpir,Qacr_q2,pSeva231,1000,0.3503383089386987
1621,CC118Lpir,Qacr_q2,pSeva231,2000,0.3504660905992508
1622,CC118Lpir,Srpr_s1,pSeva231,1,0.8793500461120354
1623,CC118Lpir,Srpr_s1,pSeva231,5,0.3924370659916189
1624,CC118Lpir,Srpr_s1,pSeva231,10,0.3926165053821472
1625,CC118Lpir,Srpr_s1,pSeva231,20,0.3187237887791465
1626,CC118Lpir,Srpr_s1,pSeva231,30,0.4535854212429778
1627,CC118Lpir,Srpr_s1,pSeva231,40,0.4367381686519037
1628,CC118Lpir,Srpr_s1,pSeva231,70,0.3894773645116541
1629,CC118Lpir,Srpr_s1,pSeva231,100,0.3951490774388854
1630,CC118Lpir,Srpr_s1,pSeva231,200,0.4621860510953002
1631,CC118Lpir,Srpr_s1,pSeva231,500,0.47003696128827105
1632,CC118Lpir,Srpr_s1,pSeva231,1000,0.46042525571705
1633,CC118Lpir,Srpr_s1,pSeva231,2000,0.5101741977547568
1634,CC118Lpir,Srpr_s2,pSeva231,1,3.951501780971265
1635,CC118Lpir,Srpr_s2,pSeva231,5,1.6971874595679497
1636,CC118Lpir,Srpr_s2,pSeva231,10,0.9459820092765666
1637,CC118Lpir,Srpr_s2,pSeva231,20,0.3757001467608386
1638,CC118Lpir,Srpr_s2,pSeva231,30,0.4378497027384165
1639,CC118Lpir,Srpr_s2,pSeva231,40,0.35270876518165845
1640,CC118Lpir,Srpr_s2,pSeva231,70,0.3573817102923456
1641,CC118Lpir,Srpr_s2,pSeva231,100,0.34330492263095835
1642,CC118Lpir,Srpr_s2,pSeva231,200,0.3873031693185388
1643,CC118Lpir,Srpr_s2,pSeva231,500,0.4231947251278306
1644,CC118Lpir,Srpr_s2,pSeva231,1000,0.4518029529965984
1645,CC118Lpir,Srpr_s2,pSeva231,2000,0.48419538135676005
1646,CC118Lpir,Srpr_s3,pSeva231,1,4.492529101464887
1647,CC118Lpir,Srpr_s3,pSeva231,5,1.3750726883286304
1648,CC118Lpir,Srpr_s3,pSeva231,10,1.7232085280711762
1649,CC118Lpir,Srpr_s3,pSeva231,20,0.4704299985644058
1650,CC118Lpir,Srpr_s3,pSeva231,30,0.5213388982873107
1651,CC118Lpir,Srpr_s3,pSeva231,40,0.36324013659771137
1652,CC118Lpir,Srpr_s3,pSeva231,70,0.3917624750277972
1653,CC118Lpir,Srpr_s3,pSeva231,100,0.34767824584215806
1654,CC118Lpir,Srpr_s3,pSeva231,200,0.45114661220082997
1655,CC118Lpir,Srpr_s3,pSeva231,500,0.4280936707214503
1656,CC118Lpir,Srpr_s3,pSeva231,1000,0.4378914229395675
1657,CC118Lpir,Srpr_s3,pSeva231,2000,0.4739921112692635
1658,CC118Lpir,Srpr_s4,pSeva231,1,0.4006807664727136
1659,CC118Lpir,Srpr_s4,pSeva231,5,0.3646150080838747
1660,CC118Lpir,Srpr_s4,pSeva231,10,0.4259825953459045
1661,CC118Lpir,Srpr_s4,pSeva231,20,0.336098095171716
1662,CC118Lpir,Srpr_s4,pSeva231,30,0.3187495107089827
1663,CC118Lpir,Srpr_s4,pSeva231,40,0.3682837012960432
1664,CC118Lpir,Srpr_s4,pSeva231,70,0.360761975063584
1665,CC118Lpir,Srpr_s4,pSeva231,100,0.3530181227300117
1666,CC118Lpir,Srpr_s4,pSeva231,200,0.3690753721097168
1667,CC118Lpir,Srpr_s4,pSeva231,500,0.3464865716652365
1668,CC118Lpir,Srpr_s4,pSeva231,1000,0.35218353406196923
1669,CC118Lpir,Srpr_s4,pSeva231,2000,0.43008785450374654
1670,KT2440,1201,pSeva251,1,0.008829545509241303
1671,KT2440,1201,pSeva251,5,0.004105240713162912
1672,KT2440,1201,pSeva251,10,0.0047248364020776755
1673,KT2440,1201,pSeva251,20,0.004620057767874218
1674,KT2440,1201,pSeva251,30,0.0044345990921477825
1675,KT2440,1201,pSeva251,40,0.0049814698158431705
1676,KT2440,1201,pSeva251,70,0.0033314122309104238
1677,KT2440,1201,pSeva251,100,0.004709333751876736
1678,KT2440,1201,pSeva251,200,0.004013466891682432
1679,KT2440,1201,pSeva251,500,0.0013581676704311704
1680,KT2440,1201,pSeva251,1000,7.665348043106168e-06
1681,KT2440,1201,pSeva251,2000,0.001958465527779897
1682,KT2440,1717,pSeva251,1,1.2525992422989374
1683,KT2440,1717,pSeva251,5,0.91231471694829
1684,KT2440,1717,pSeva251,10,1.0147893861134698
1685,KT2440,1717,pSeva251,20,0.9297963430862044
1686,KT2440,1717,pSeva251,30,0.9733245344825594
1687,KT2440,1717,pSeva251,40,0.8944291413464829
1688,KT2440,1717,pSeva251,70,1.12139760885113
1689,KT2440,1717,pSeva251,100,0.9305385110441162
1690,KT2440,1717,pSeva251,200,1.021534778381232
1691,KT2440,1717,pSeva251,500,1.0578099707427882
